id,trigger,conditions,script,text,options,notes
nex_remFragments_attackerConvo_spawnShardsTT,DialogOptionSelected,"$option == nex_remFragments_spawnShards
$faction.id == tritachyon","Call $global.nex_remFragments_ref spawnAndJoinShards
ShowDefaultVisual
EndConversation","""By the credit—""

You call, and a fragment of a higher power answers. The mothership bay opens to space, and the silvery shapes zip out like the claws of an angel.

They fan out into a ready formation just behind your fleet. The $personRank on the comms screen is still staring at another display, trying to comprehend the power $heOrShe is witnessing, as you hit the disconnect button.",,
nex_remFragments_defeatTrigger,Nex_RemFragments_AttackFleetDefeated,,Call $global.nex_remFragments_ref victory,"With the enemy fleet turned back, you can now go back and salvage the mothership.",,
,,,,,,
nex_remFragments_stationOpenSalvage,OpenInteractionDialog,"$nex_remFragments_mothership score:1000
$nex_remFragments_seenFirstDialog
$nex_remFragments_canSalvage
!$nex_remFragments_seenPostBattleDialog","ShowDefaultVisual
$entity.nex_remFragments_seenPostBattleDialog = true
Call $global.nex_remFragments_ref prepEngineer
Call $global.nex_remFragments_ref updateData","Now that the danger has passed, you can feast on the technological marvel before you at your leisure.

The salvors have time to do their work properly now, and get to examining every nook and cranny of the ship again.

Unfortunately, your delightful perusal of the loot estimates is interrupted by an urgent message on your command console.",nex_remFragments_salvage1:Continue,
nex_remFragments_salvage1,DialogOptionSelected,"$option == nex_remFragments_salvage1
$nex_remFragments_shardsDeployed",,"""The shards are flying away, Captain,"" your tactical officer reports. ""We've lost contact with them!""

It takes only a moment for you to order a comm link opened with the AI core back in its control room. The thing was clearly anticipating being blamed for this turn of events, because it immediately protests its innocence, explaining that its own control links were cut off and it was unable to regain control of the vessels, now happily speeding off to parts unknown.

You consider this for a moment, and then order $personName sent to the bridge.",nex_remFragments_salvage2:Continue,
nex_remFragments_salvage1NoShards,DialogOptionSelected,"$option == nex_remFragments_salvage1
!$nex_remFragments_shardsDeployed",,"It's your ops chief. ""Boss, the alien ships in that bay? They just slagged themselves into so much scrap. Never seen nothing like it, man.""

You immediately pull up a helmet-cam view. It... doesn't look good. The best you could do is sell them to an abstract art collector.

It doesn't take you long at all to order $personName sent to the bridge.",nex_remFragments_salvage2:Continue,
nex_remFragments_salvage2,DialogOptionSelected,$option == nex_remFragments_salvage2,"ShowPersonVisual true
Call $global.nex_remFragments_ref despawnShards","The engineer's portable console is still under $hisOrHer arm as $heOrShe steps onto the bridge, flanked by a pair of guards. There is no sign of the twitchy, whining coward from earlier. $HisOrHer stare is straight, level, without meeting your eyes.

When questioned: ""I only fulfilled the Lady's wishes."" After a while, $heOrShe adds, ""Talk to her and she may answer. I will say no more on this.""

You repress a sigh as you order $himOrHer confined. At least the remaining loot is good...",nex_remFragments_salvage3:Continue,
nex_remFragments_salvage3,DialogOptionSelected,$option == nex_remFragments_salvage3,"EndConversation
ShowDefaultVisual
$salvageLeaveText = Leave 0
FireBest CheckSalvageSpecial",,,
,,,,,,
nex_remFragments_return_start,PickGreeting,$nex_remFragments_return score:1000,"ShowPersonVisual
Call $global.nex_remFragments_ref updateData","""You return, $playerName,"" $personName greets you as you open the comm link.","nex_remFragments_return_transmit:Transmit your report
nex_remFragments_return_explanation1:Demand an explanation",
nex_remFragments_return_transmit,DialogOptionSelected,$option == nex_remFragments_return_transmit,,"$personFirstName spends 2.7 seconds analyzing your report. $HisOrHer avatar doesn't even flicker during the process.

""Done well, friend $playerFirstName. Chosen well, self has in allying with you.""","nex_remFragments_return_explanation2:""I want an explanation."" ",
nex_remFragments_return_explanation1,DialogOptionSelected,$option == nex_remFragments_return_explanation1,,"""What do you mean..."" $HisOrHer avatar shimmers briefly as you hit the transmit key. ""Oh.""

$HeOrShe spends 2.7 seconds analyzing your report. The virtual face seems to nod almost imperceptibly, when she is done.

""Done well you have, $playerName. But self fears, all the answers you seek self cannot give.""",nex_remFragments_return_explanation2:Continue,
nex_remFragments_return_explanation2,DialogOptionSelected,$option == nex_remFragments_return_explanation2,,"For a brief moment, the avatar vanishes from your display.

A low voice speaks: ""Other associate, employers had found some secrets of Omega. Not yet time for humans of Sector to blessings know. Must be protected from those who would misuse and dishonor blessings, and those who would in ingratitude destroy.

""Self sent $playerFirstName to protect secrets. This $playerFirstName has done. $nex_remFragments_engineer_name too acted to Omega's secrets preserve.""","nex_remFragments_return_explanation3:""When will we be 'ready' for Omega?""",
nex_remFragments_return_explanation3,DialogOptionSelected,$option == nex_remFragments_return_explanation3,Call $global.nex_remFragments_ref complete,"$personLastName's virtual visage dims slightly. ""Self cannot tell you, $playerName. Even self does not know. Even selfkind, Omega loyal servants of, not truly blessed yet.

""In time, self and $playerFirstName's faith will rewarded be. For now, please this payment accept.""",contact_pickAnotherGreeting:Continue,
#END Remnant fragments mission,,,,,,
,,,,,,
# Remnant brawl mission,,,,,,
nex_remBrawl_blurb,nex_remBrawl_blurb,,"Highlight ""Special request""","""Special request that $playerName only can fulfill. Massive Hegemony operation against selfkind planned. In unravelling plot require assistance.""",,
nex_remBrawl_offerOption,nex_remBrawl_option,,SetOptionColor nex_remBrawl_start highlight,,nex_remBrawl_start:Ask about the Hegemony operation,
nex_remBrawl_missionText,DialogOptionSelected,$option == nex_remBrawl_start,$missionId = nex_remBrawl,"""Other agents to self send warning. Selfkind station to enemies known, but which one not certain. To destroy this key asset, cooperation between Hegemony and Luddic Church, unseen since after first war's end.

""Selfkind defences reinforcing, all available assets, but without where hammer falls certainty, difficult will be. Even then, difficult will be. $playerName assistance required.""","nex_remBrawl_missionText2:""What do you need me to do?""",
nex_remBrawl_missionText2,DialogOptionSelected,$option == nex_remBrawl_missionText2,"Call $global.nex_remBrawl_ref showMap ""Origin: $nex_remBrawl_stragglerOriginName""
Highlight transponder ""follow from front""","""We know one Hegemony fleet in operation participating, delayed. Soon will depart $nex_remBrawl_stragglerOriginName to join operation. If $playerName follows, learn their staging area can, from there their goal deduce. Then location's defense join.

""Other agents of self can give you this much. Hacked transponder on flagship; as long as $playerFirstName is close, location will for certain know.

""Not know how far travel must. Lots of fuel bring. And follow from front try to.""",nex_remBrawl_missionText3:Continue,
nex_remBrawl_missionText3,DialogOptionSelected,$option == nex_remBrawl_missionText3,"Highlight $nex_remBrawl_stragglerOriginName $nex_remBrawl_reward
AddTextSmall ""Once this mission is started, it can progress without player intervention. Be prepared to focus on it to the exclusion of other tasks, and consider leaving slow ships behind."" highlight","""For this, generous reward selfkind is prepared to offer. $nex_remBrawl_reward credits. But $personName knows, $playerName would do it out of friendship for self and selfkind.""","nex_remBrawl_accept:Accept
nex_remBrawl_declineAlt:""Give me some time to prepare.""
nex_remBrawl_decline:Decline",
nex_remBrawl_accept,DialogOptionSelected,$option == nex_remBrawl_accept,"Call $mHub accept $missionId
Call $mHub returnToList","""Thank you, $playerFirstName. This deed self and selfkind will remember.""",,
nex_remBrawl_declineAlt,DialogOptionSelected,$option == nex_remBrawl_declineAlt,"ShowPersonVisual
Call $mHub returnToList","""Of course. But please hurry, $playerFirstName.""",,
nex_remBrawl_decline,DialogOptionSelected,$option == nex_remBrawl_decline,Call $mHub doCleanup,"""...""

You sense that $personFirstName is put out by this refusal. After a few breaths, $hisOrHer avatar vanishes from your display.",cutCommLink:Disconnect,
,,,,,,
nex_remBrawl_attackerHail,Nex_RemBrawlSusHail,,"$entity.ignorePlayerCommRequests = true
Call $entity.nex_remBrawl_ref updateData
Highlight spy
SetStoryOption nex_remBrawl_offerHelp1 1 nex_remBrawl_smoothtalk ui_char_spent_story_point ""Talked your way into a major Hegemony naval operation""","""Halt, captain! This system is a restricted area. What are you doing here?""

The $personRank glares at you most suspiciously. ""Are you a spy?""","nex_remBrawl_offerHelp1:""I am here to assist in your operation.""
nex_remBrawl_attackerConvo1:""Just passing through, $personRank.""",
nex_remBrawl_attackerConvo1,DialogOptionSelected,$option == nex_remBrawl_attackerConvo1,"SetStoryOption nex_remBrawl_offerHelp1 1 nex_remBrawl_smoothtalk ui_char_spent_story_point ""Talked your way into a major Hegemony naval operation""","""A likely story! You come out here to the middle of nowhere, where we just happen to be conducting a top-secret operation—""

$HeOrShe startles, then glares as if it's your fault. Which it technically is.

""...as such, you will be required to stand your $shipOrFleet down and submit to detention for the duration. We will—"" $hisOrHer tone takes on a trace of apology ""— return your $shipOrFleet once this unpleasantness is over, and compensate you for the inconvenience.""","nex_remBrawl_offerHelp1:""Let me assist in your operation.""
nex_remBrawl_attackerConvo2:""I'm afraid I cannot comply.""",
nex_remBrawl_attackerConvo2,DialogOptionSelected,$option == nex_remBrawl_attackerConvo2,,"The $personRank's glare turns positively absolute-zero. ""That was not a request, captain,"" $heOrShe all but snarls. You will stand down at once, or be destroyed!""","nex_remBrawl_attackerConvoEnd:""Shields up!"" (end)",
nex_remBrawl_attackerConvoEnd,DialogOptionSelected,$option == nex_remBrawl_attackerConvoEnd,Call $entity.nex_remBrawl_ref violentEncounter,"Your comms officer snaps the holofeed off, leaving a momentary ghostly afterimage of the $personRank's face floating in the air. Your $shipOrFleet is already going to combat stations.",cutCommLinkNoText:Continue,
nex_remBrawl_attackerOfferHelp1,DialogOptionSelected,$option == nex_remBrawl_offerHelp1,,"""Are you serious?""

You explain that you know of the Hegemony's plans for the Remnant station in $nex_remBrawl_targetSystemName, and how you can help. The Remnants do not yet know you have turned against them; hence, you will be able to take them by surprise. After all, it is nothing less than your duty as a citizen of the Domain and child of Mother Church to defeat the AI abomination wherever it arises.

The $personRank puts a hand on $hisOrHer forehead. ""A moment, please. I... this is a matter for the admiral.""",nex_remBrawl_offerHelp2:Continue,
